nome,valor_compra,preco_venda,unidade
CONVITES,0.0,0.72,unidade
COUCHE LAMINACAO FOSCA HOT STAMPING - CONVITE - 300g,4.04,7.18,unidade
COUCHE LAMINACAO FOSCA HOT STAMPING - CONVITE - 300g,4.2,7.44,unidade
COUCHE LAMINACAO FOSCA FRENTE E VERSO - 300g,2.81,5.22,unidade
COUCHE LAMINACAO FOSCA FRENTE E VERSO - 300g,2.74,5.1,unidade
COUCHE LAMINACAO FOSCA FRENTE E VERSO - 300g,2.92,5.39,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 300g,4.12,7.31,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 300g,4.05,7.2,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 300g,4.22,7.47,unidade
COUCHE BRILHO - DIGITAL - 300g,2.42,4.59,unidade
COUCHE BRILHO - DIGITAL - 300g,2.35,4.48,unidade
COUCHE BRILHO - DIGITAL - 300g,2.52,4.75,unidade
GOLD MASTER - 300g,7.23,12.29,unidade
GOLD MASTER - 300g,7.19,12.22,unidade
GOLD MASTER - 300g,7.28,12.37,unidade
GOLD MASTER - 300g,7.18,12.2,unidade
PERO PLUS - 300g,7.0,11.92,unidade
PERO PLUS - 300g,6.96,11.86,unidade
PERO PLUS - 300g,7.06,12.02,unidade
PERO PLUS - 300g,6.95,11.84,unidade
RECICLATO DIGITAL - 240g,2.27,4.36,unidade
RECICLATO DIGITAL - 240g,2.24,4.3,unidade
RECICLATO DIGITAL - 240g,2.34,4.46,unidade
SILVER LUX - 300g,6.76,11.54,unidade
SILVER LUX - 300g,6.72,11.47,unidade
SILVER LUX - 300g,6.82,11.63,unidade
SILVER LUX - 300g,6.7,11.45,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
COQUETELEIRA PARA ACADEMIA,0.0,0.72,unidade
CRACHA PLASTICO COMPACTO - 75g,2.0,3.92,unidade
CRACHA PLASTICO COMPACTO - 75g,2.12,4.12,unidade
CRACHA PLASTICO COMPACTO - 75g,2.04,3.99,unidade
CRACHA PLASTICO COMPACTO - 75g,1.91,3.78,unidade
CRACHA PLASTICO COMPACTO - 75g,2.5,4.72,unidade
CRACHA PLASTICO COMPACTO - 75g,1.96,3.86,unidade
CRACHA PLASTICO COMPACTO - 75g,2.19,4.22,unidade
CRACHA PLASTICO COMPACTO - 75g,1.93,3.81,unidade
CRACHA PLASTICO COMPACTO - 75g,12.99,21.5,unidade
CRACHA PLASTICO COMPACTO - 75g,2.04,3.98,unidade
CRACHA PLASTICO COMPACTO - 75g,2.01,3.94,unidade
CRACHA PLASTICO COMPACTO - 75g,2.29,4.38,unidade
CRACHA PLASTICO COMPACTO - 75g,5.3,9.2,unidade
CRACHA PLASTICO COMPACTO - 75g,5.3,9.2,unidade
CRACHA PLASTICO COMPACTO - 75g,4.1,7.28,unidade
CRACHA PLASTICO COMPACTO - 75g,4.95,8.64,unidade
CRACHA PLASTICO COMPACTO - 75g,2.12,4.12,unidade
CRACHA PLASTICO COMPACTO - 75g,2.0,3.92,unidade
CRACHA PLASTICO COMPACTO - 75g,2.54,4.78,unidade
CRACHA PLASTICO COMPACTO - 75g,2.04,3.98,unidade
CRACHA PLASTICO COMPACTO - 75g,2.29,4.38,unidade
CRACHA PLASTICO COMPACTO - 75g,2.01,3.94,unidade
CRACHA PLASTICO COMPACTO - 75g,12.99,21.5,unidade
CRACHA PLASTICO COMPACTO - 75g,10.99,18.3,unidade
CRACHA PLASTICO COMPACTO - 75g,3.7,6.64,unidade
CRACHA PLASTICO COMPACTO - 75g,3.35,6.08,unidade
CRACHA PLASTICO COMPACTO - 75g,2.02,3.94,unidade
CRACHA PLASTICO COMPACTO - 75g,1.89,3.74,unidade
CRACHA PLASTICO COMPACTO - 75g,2.46,4.66,unidade
CRACHA PLASTICO COMPACTO - 75g,1.94,3.82,unidade
CRACHA PLASTICO COMPACTO - 75g,2.17,4.19,unidade
CRACHA PLASTICO COMPACTO - 75g,1.9,3.76,unidade
CRACHA PLASTICO COMPACTO - 75g,11.99,19.9,unidade
CRACHA PLASTICO COMPACTO - 75g,3.75,6.72,unidade
CRACHA PLASTICO COMPACTO - 75g,2.04,3.99,unidade
CRACHA PLASTICO COMPACTO - 75g,1.91,3.78,unidade
CRACHA PLASTICO COMPACTO - 75g,2.5,4.72,unidade
CRACHA PLASTICO COMPACTO - 75g,1.96,3.86,unidade
CRACHA PLASTICO COMPACTO - 75g,2.19,4.22,unidade
CRACHA PLASTICO COMPACTO - 75g,1.93,3.81,unidade
DIVERSOS - 0g,8.0,13.52,unidade
DIVERSOS - 0g,1.8,3.6,unidade
DIVERSOS - 0g,1.05,2.4,unidade
DIVERSOS - 0g,1.36,2.9,unidade
DIVERSOS - 0g,2.6,4.88,unidade
DIVERSOS - 0g,1.16,2.58,unidade
CREDENCIAIS,0.0,0.72,unidade
CREDENCIAIS,0.01,0.73,unidade
CREDENCIAIS,0.03,0.77,unidade
CREDENCIAIS,0.0,0.72,unidade
CREDENCIAIS,0.01,0.74,unidade
CREDENCIAIS,0.0,0.72,unidade
CREDENCIAIS,0.0,0.72,unidade
CREDENCIAIS,0.01,0.73,unidade
COUCHE BRILHO - 300g,0.37,1.31,unidade
COUCHE BRILHO - 300g,0.37,1.31,unidade
COUCHE BRILHO - 300g,0.37,1.31,unidade
COUCHE BRILHO - 300g,0.42,1.39,unidade
COUCHE BRILHO - 300g,0.37,1.31,unidade
COUCHE BRILHO - 300g,0.36,1.3,unidade
COUCHE BRILHO - 300g,0.36,1.3,unidade
COUCHE BRILHO - 300g,0.36,1.3,unidade
COUCHE BRILHO - 300g,0.4,1.36,unidade
COUCHE BRILHO - 300g,0.38,1.33,unidade
COUCHE BRILHO - 300g,0.37,1.32,unidade
COUCHE BRILHO - 300g,0.37,1.31,unidade
COUCHE BRILHO - 300g,0.37,1.32,unidade
COUCHE BRILHO - 300g,0.42,1.39,unidade
COUCHE BRILHO - 300g,0.39,1.34,unidade
COUCHE BRILHO - 300g,0.38,1.33,unidade
COUCHE BRILHO - 300g,0.38,1.32,unidade
COUCHE BRILHO - 300g,0.38,1.33,unidade
COUCHE BRILHO - 300g,0.43,1.41,unidade
COUCHE BRILHO - 300g,0.33,1.24,unidade
COUCHE BRILHO - 300g,0.32,1.23,unidade
COUCHE BRILHO - 300g,0.32,1.23,unidade
COUCHE BRILHO - 300g,0.32,1.23,unidade
COUCHE BRILHO - 300g,0.36,1.29,unidade
COUCHE BRILHO - 300g,0.34,1.26,unidade
COUCHE BRILHO - 300g,0.33,1.24,unidade
COUCHE BRILHO - 300g,0.33,1.24,unidade
COUCHE BRILHO - 300g,0.33,1.25,unidade
COUCHE BRILHO - 300g,0.36,1.3,unidade
COUCHE BRILHO - 300g,0.34,1.26,unidade
COUCHE BRILHO - 300g,0.33,1.25,unidade
COUCHE BRILHO - 300g,0.33,1.25,unidade
COUCHE BRILHO - 300g,0.33,1.25,unidade
COUCHE BRILHO - 300g,0.37,1.32,unidade
COUCHE BRILHO - DIGITAL - 300g,0.52,1.55,unidade
COUCHE BRILHO - DIGITAL - 300g,0.67,1.78,unidade
COUCHE BRILHO - DIGITAL - 300g,0.58,1.64,unidade
COUCHE BRILHO - DIGITAL - 300g,1.26,2.74,unidade
COUCHE BRILHO - DIGITAL - 300g,0.54,1.58,unidade
COUCHE BRILHO - DIGITAL - 300g,0.87,2.11,unidade
COUCHE BRILHO - DIGITAL - 300g,0.75,1.92,unidade
COUCHE BRILHO - DIGITAL - 300g,0.92,2.18,unidade
COUCHE BRILHO - DIGITAL - 300g,0.81,2.02,unidade
COUCHE BRILHO - DIGITAL - 300g,1.54,3.18,unidade
COUCHE BRILHO - DIGITAL - 300g,0.77,1.95,unidade
COUCHE BRILHO - DIGITAL - 300g,1.13,2.53,unidade
PVC BRANCO 050 - 50g,1.75,3.51,unidade
PVC BRANCO 050 - 50g,1.31,2.82,unidade
PVC BRANCO 050 - 50g,2.38,4.52,unidade
PVC BRANCO 050 - 50g,2.16,4.18,unidade
PVC BRANCO 050 - 50g,2.1,4.09,unidade
PVC BRANCO 050 - 50g,2.06,4.02,unidade
PVC BRANCO 050 - 50g,2.48,4.68,unidade
PVC BRANCO 050 - 50g,2.24,4.3,unidade
PVC BRANCO 050 - 50g,2.12,4.1,unidade
PVC BRANCO 050 - 50g,1.66,3.38,unidade
PAPEL KRAFT - 250g,3.49,6.3,unidade
PAPEL KRAFT - 250g,3.42,6.2,unidade
PAPEL KRAFT - 250g,3.42,6.19,unidade
PAPEL KRAFT - 250g,2.1,4.08,unidade
PAPEL KRAFT - 250g,1.88,3.73,unidade
PAPEL KRAFT - 250g,1.79,3.59,unidade
PAPEL KRAFT - 250g,1.75,3.52,unidade
PAPEL KRAFT - 250g,1.73,3.49,unidade
PAPEL KRAFT - 250g,1.73,3.48,unidade
PAPEL KRAFT - 250g,2.1,4.08,unidade
PAPEL KRAFT - 250g,1.88,3.73,unidade
PAPEL KRAFT - 250g,1.79,3.59,unidade
PAPEL KRAFT - 250g,1.75,3.52,unidade
PAPEL KRAFT - 250g,1.73,3.48,unidade
PAPEL KRAFT - 250g,1.72,3.47,unidade
PAPEL KRAFT - 250g,1.3,2.8,unidade
PAPEL KRAFT - 250g,1.07,2.43,unidade
PAPEL KRAFT - 250g,0.95,2.24,unidade
PAPEL KRAFT - 250g,0.91,2.17,unidade
PAPEL KRAFT - 250g,3.74,6.7,unidade
PAPEL KRAFT - 250g,3.58,6.45,unidade
PAPEL KRAFT - 250g,3.49,6.3,unidade
PAPEL KRAFT - 250g,3.44,6.23,unidade
PAPEL KRAFT - 250g,3.76,6.74,unidade
PAPEL KRAFT - 250g,3.6,6.48,unidade
PAPEL KRAFT - 250g,3.46,6.26,unidade
PAPEL KRAFT - 250g,3.5,6.33,unidade
PAPEL KRAFT - 250g,3.43,6.21,unidade
PAPEL KRAFT - 250g,3.42,6.2,unidade
PAPEL KRAFT - 250g,1.73,3.49,unidade
PAPEL KRAFT - 250g,1.72,3.47,unidade
PAPEL KRAFT - 250g,2.1,4.08,unidade
PAPEL KRAFT - 250g,1.87,3.71,unidade
PAPEL KRAFT - 250g,1.79,3.58,unidade
PAPEL KRAFT - 250g,1.74,3.51,unidade
PAPEL KRAFT - 250g,3.46,6.26,unidade
PAPEL KRAFT - 250g,3.5,6.33,unidade
PAPEL KRAFT - 250g,3.76,6.74,unidade
PAPEL KRAFT - 250g,3.6,6.48,unidade
PAPEL KRAFT - 250g,3.76,6.74,unidade
PAPEL KRAFT - 250g,3.6,6.48,unidade
PAPEL KRAFT - 250g,3.5,6.33,unidade
PAPEL KRAFT - 250g,3.46,6.26,unidade
PAPEL KRAFT - 250g,3.43,6.21,unidade
PAPEL KRAFT - 250g,3.42,6.2,unidade
COUCHE BRILHO - IMA - 250g,0.43,1.4,unidade
COUCHE BRILHO - IMA - 250g,0.69,1.82,unidade
COUCHE BRILHO - IMA - 250g,0.35,1.28,unidade
COUCHE BRILHO - IMA - 250g,0.23,1.08,unidade
COUCHE BRILHO - IMA - 250g,0.43,1.4,unidade
COUCHE BRILHO - IMA - 250g,0.64,1.75,unidade
COUCHE BRILHO - 300g,0.59,1.67,unidade
COUCHE BRILHO - 300g,0.29,1.18,unidade
COUCHE BRILHO - 300g,0.59,1.67,unidade
COUCHE BRILHO - IMA - 250g,0.39,1.35,unidade
COUCHE BRILHO - IMA - 250g,0.69,1.82,unidade
PREM - ENVELOPE DE SEGURANÇA 320X400 - 10g,2.7,5.05,unidade
PREM - ENVELOPE DE SEGURANÇA 320X400 - 10g,2.92,5.38,unidade
PREM - ENVELOPE DE SEGURANÇA 320X400 - 10g,2.87,5.31,unidade
PREM - ENVELOPE DE SEGURANÇA 320X400 - 10g,2.78,5.16,unidade
PREM - ENVELOPE DE SEGURANÇA 320X400 - 10g,3.22,5.87,unidade
PREM - ENVELOPE DE SEGURANÇA 400X500 - 10g,3.6,6.47,unidade
PREM - ENVELOPE DE SEGURANÇA 400X500 - 10g,2.8,5.2,unidade
PREM - ENVELOPE DE SEGURANÇA 400X500 - 10g,3.23,5.89,unidade
PREM - ENVELOPE DE SEGURANÇA 400X500 - 10g,4.32,7.63,unidade
PREM - ENVELOPE DE SEGURANÇA 400X500 - 10g,3.03,5.57,unidade
APERGAMINHADO - 90g,2.75,5.12,unidade
APERGAMINHADO - 90g,2.1,4.07,unidade
APERGAMINHADO - 90g,0.51,1.53,unidade
APERGAMINHADO - 90g,2.34,4.46,unidade
APERGAMINHADO - 90g,1.45,3.04,unidade
APERGAMINHADO - 90g,2.21,4.26,unidade
APERGAMINHADO - 90g,0.81,2.01,unidade
APERGAMINHADO - 90g,0.79,1.98,unidade
APERGAMINHADO - 90g,0.55,1.6,unidade
APERGAMINHADO - 90g,2.75,5.12,unidade
APERGAMINHADO - 90g,2.34,4.46,unidade
APERGAMINHADO - 90g,2.21,4.26,unidade
FACA PERSONALIZADA - 10g,42.99,69.5,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FICHA,0.0,0.72,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 30MM - 0g,30.99,50.3,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 15MM - 0g,99.5,159.92,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 22MM - 0g,113.5,182.32,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FITA DE CETIM - 30MM - 0g,154.99,248.7,unidade
FOLHAS AVULSAS,0.01,0.73,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.03,0.76,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.01,0.73,unidade
FOLHAS AVULSAS,0.03,0.76,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.03,0.76,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.07,0.83,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.07,0.83,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.01,0.74,unidade
FOLHAS AVULSAS,0.01,0.74,unidade
FOLHAS AVULSAS,0.01,0.73,unidade
FOLHAS AVULSAS,0.01,0.73,unidade
FOLHAS AVULSAS,0.03,0.77,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.03,0.77,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.01,0.73,unidade
FOLHAS AVULSAS,0.01,0.73,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.02,0.75,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.02,0.75,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.73,unidade
FOLHAS AVULSAS,0.0,0.73,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.03,0.76,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.01,0.73,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.03,0.76,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.01,0.73,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.0,0.72,unidade
FOLHAS AVULSAS,0.03,0.76,unidade
FOLHAS AVULSAS,0.03,0.76,unidade
FOLHAS AVULSAS,0.03,0.76,unidade
COUCHE FOTOGRAFICO - FOTO IMA - 210g,1.82,3.63,unidade
COUCHE FOTOGRAFICO - FOTO IMA - 210g,1.63,3.33,unidade
COUCHE FOTOGRAFICO - FOTO IMA - 210g,2.45,4.64,unidade
COUCHE FOTOGRAFICO - FOTO IMA - 210g,1.51,3.14,unidade
COUCHE FOTOGRAFICO - FOTO IMA - 210g,30.5,49.52,unidade
COUCHE BRILHO - FOTO REVISTA - 150g,26.0,42.32,unidade
COUCHE BRILHO - FOTO REVISTA - 150g,12.7,21.04,unidade
COUCHE BRILHO - FOTO REVISTA - 150g,10.95,18.24,unidade
COUCHE BRILHO - FOTO REVISTA - 150g,9.98,16.69,unidade
COUCHE BRILHO - FOTO REVISTA - 150g,9.62,16.11,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,27.5,44.72,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,28.5,46.32,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,29.5,47.92,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,30.5,49.52,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,31.5,51.12,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,40.5,65.52,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,29.5,47.92,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,30.5,49.52,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,31.5,51.12,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,32.5,52.72,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,33.5,54.32,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,42.5,68.72,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,30.5,49.52,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,31.5,51.12,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,32.5,52.72,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,33.5,54.32,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,34.5,55.92,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,44.5,71.92,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,31.5,51.12,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,32.5,52.72,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,33.5,54.32,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,34.5,55.92,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,35.5,57.52,unidade
CASE DE PHOTOBOOK - PAPEL PARANÁ - 2MM - 2g,45.5,73.52,unidade
COUCHE FOSCO - DIGITAL - 210g,29.5,47.92,unidade
COUCHE FOSCO - DIGITAL - 210g,35.5,57.52,unidade
COUCHE FOSCO - DIGITAL - 210g,60.5,97.52,unidade
COUCHE FOSCO - DIGITAL - 210g,60.5,97.52,unidade
COUCHE FOSCO - DIGITAL - 210g,78.5,126.32,unidade
COUCHE FOSCO - DIGITAL - 210g,120.99,194.3,unidade
COUCHE FOSCO - DIGITAL - 210g,38.5,62.32,unidade
COUCHE FOSCO - DIGITAL - 210g,49.5,79.92,unidade
COUCHE FOSCO - DIGITAL - 210g,96.99,155.9,unidade
COUCHE FOSCO - DIGITAL - 210g,97.99,157.5,unidade
COUCHE FOSCO - DIGITAL - 210g,133.99,215.1,unidade
COUCHE FOSCO - DIGITAL - 210g,211.5,339.12,unidade
COUCHE FOSCO - DIGITAL - 210g,48.5,78.32,unidade
COUCHE FOSCO - DIGITAL - 210g,63.99,103.1,unidade
COUCHE FOSCO - DIGITAL - 210g,130.99,210.3,unidade
COUCHE FOSCO - DIGITAL - 210g,136.5,219.12,unidade
COUCHE FOSCO - DIGITAL - 210g,200.5,321.52,unidade
COUCHE FOSCO - DIGITAL - 210g,314.99,504.7,unidade
COUCHE FOSCO - DIGITAL - 210g,57.99,93.5,unidade
COUCHE FOSCO - DIGITAL - 210g,78.99,127.1,unidade
COUCHE FOSCO - DIGITAL - 210g,168.5,270.32,unidade
COUCHE FOSCO - DIGITAL - 210g,173.5,278.32,unidade
94647 - SQUEEZE EM TRITAN COM ARGOLA - ZANNY - 900ML - 10g,28.18,45.8,unidade
94647 - SQUEEZE EM TRITAN COM ARGOLA - ZANNY - 900ML - 10g,29.82,48.43,unidade
94647 - SQUEEZE EM TRITAN COM ARGOLA - ZANNY - 900ML - 10g,28.8,46.8,unidade
94689 - SQUEEZE FLEXÍVEL 460ML - 10g,6.35,10.89,unidade
94689 - SQUEEZE FLEXÍVEL 460ML - 10g,6.56,11.22,unidade
94689 - SQUEEZE FLEXÍVEL 460ML - 10g,6.46,11.05,unidade
94689 - SQUEEZE FLEXÍVEL 460ML - 10g,6.35,10.89,unidade
94689 - SQUEEZE FLEXÍVEL 460ML - 10g,6.56,11.22,unidade
94689 - SQUEEZE FLEXÍVEL 460ML - 10g,6.46,11.05,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.73,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.0,0.72,unidade
ÍMÃS DE GELADEIRA,0.02,0.74,unidade
ÍMÃS DE GELADEIRA,0.02,0.74,unidade
ÍMÃS DE GELADEIRA,0.02,0.75,unidade
ÍMÃS DE GELADEIRA,0.02,0.74,unidade
ÍMÃS DE GELADEIRA,0.02,0.75,unidade
ÍMÃS DE GELADEIRA,0.02,0.74,unidade
51746 - LÁPIS DE COR - CAIXA COM 12 - CROCO - 10g,15.5,25.52,unidade
51746 - LÁPIS DE COR - CAIXA COM 12 - CROCO - 10g,11.5,19.12,unidade
